trial_number,video_name,Joy,Inspiration,Tenderness,Sadness,Fear,Disgust,Arousal,Valence,Familiarity,Liking,type,subject,actualOrder,stimulus,labelAngie
25.0,5,6.72,0.0,6.72,0.0,0.0,0.0,4.41,6.72,0.49,6.72,imagen,15,15.0,ten4,Neutro
2.0,5,6.58,5.32,7.0,0.0,0.0,0.0,6.16,7.0,5.739999999999999,7.0,imagen,15,16.0,ten5,Tenderness
3.0,5,6.649999999999999,5.81,7.0,1.4,0.0,0.0,6.3,7.0,6.3,7.0,imagen,15,17.0,ten8,Tenderness
14.0,5,4.760000000000001,6.72,0.0,0.0,0.0,0.0,2.38,6.58,1.75,4.62,imagen,15,18.0,ins4,Inspiration
15.0,5,4.760000000000001,7.0,3.5,0.0,0.0,0.0,1.54,6.510000000000001,0.56,4.899999999999999,imagen,15,19.0,ins5,Inspiration
1.0,5,4.97,6.16,6.16,0.0,0.0,0.0,5.18,7.0,5.04,5.53,imagen,15,20.0,ins8,Inspiration
8.0,5,0.0,0.0,0.0,6.72,0.21,0.0,5.88,0.0,3.5,0.0,video,15,0.0,sad4,Sadness
9.0,5,0.0,0.0,0.0,6.44,0.0,0.0,4.06,0.0,4.27,0.0,video,15,1.0,sad5,Sadness
7.0,5,0.0,0.21,0.56,6.58,0.0,0.0,6.02,0.63,3.5,0.49,video,15,2.0,sad8,Sadness
37.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.77,3.5,video,15,3.0,dis4,Disgust
38.0,5,0.0,0.0,0.0,0.0,0.28,5.67,4.48,1.47,3.5,0.56,video,15,4.0,dis5,Disgust
39.0,5,0.0,0.0,0.0,0.0,3.5,7.0,5.600000000000001,3.5,0.98,0.0,video,15,5.0,dis8,Disgust
21.0,5,0.0,0.0,0.0,0.7000000000000001,6.510000000000001,0.0,6.3,0.42,2.31,0.21,video,15,6.0,fear4,Fear
20.0,5,0.0,0.0,0.0,0.0,6.3,0.0,6.44,0.77,3.5,0.42,video,15,7.0,fear5,Fear
19.0,5,0.0,0.0,0.0,0.0,5.739999999999999,0.0,5.04,0.56,1.75,0.63,video,15,8.0,fear8,Fear
35.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,video,15,9.0,neu4,Neutro
34.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.12,3.5,video,15,10.0,neu5,Neutro
36.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.109999999999999,3.5,video,15,11.0,neu8,Neutro
16.0,5,7.0,0.0,0.0,0.0,0.0,0.0,7.0,5.600000000000001,1.75,6.649999999999999,video,15,12.0,joy4,Joy
29.0,5,4.34,0.0,0.0,0.0,0.0,0.0,3.5,4.06,1.05,4.2,video,15,13.0,joy5,Joy
30.0,5,3.78,0.0,0.0,0.0,0.0,0.0,3.5,3.92,1.26,3.92,video,15,14.0,joy8,Joy
28.0,5,5.32,0.0,7.0,0.49,0.0,0.0,4.899999999999999,4.69,3.5,6.02,video,15,15.0,ten4,Tenderness
5.0,5,5.32,0.0,6.44,0.0,0.0,0.0,5.600000000000001,4.899999999999999,3.5,4.06,video,15,16.0,ten5,Tenderness
6.0,5,7.0,4.62,7.0,0.0,0.0,0.0,5.32,7.0,4.97,7.0,video,15,17.0,ten8,Tenderness
17.0,5,0.0,6.79,4.34,4.83,0.0,0.0,5.53,3.92,0.56,3.5,video,15,18.0,ins4,Inspiration
18.0,5,0.0,7.0,0.0,0.0,0.0,0.0,6.02,5.600000000000001,4.34,6.58,video,15,19.0,ins5,Inspiration
4.0,5,4.13,7.0,0.0,0.0,0.0,0.0,4.899999999999999,7.0,3.5,5.739999999999999,video,15,20.0,ins8,Inspiration
14.0,34,0.0,0.0,0.0,4.2,0.7000000000000001,0.0,4.2,2.59,3.57,2.73,imagen,16,0.0,sad4,Sadness
33.0,34,0.0,0.0,0.0,4.899999999999999,4.899999999999999,0.0,3.43,2.52,3.57,2.52,imagen,16,1.0,sad5,Sadness
32.0,34,0.0,0.0,0.0,3.5,5.95,0.0,4.55,0.98,0.0,0.0,imagen,16,2.0,sad8,Fear
5.0,34,0.0,0.0,0.0,0.84,3.5,6.3,5.95,1.61,2.31,1.12,imagen,16,3.0,dis4,Disgust
13.0,34,0.0,0.0,0.0,3.5,1.19,5.739999999999999,5.46,1.4,3.5,1.33,imagen,16,4.0,dis5,Disgust
15.0,34,0.0,0.0,0.0,2.8,3.5,5.88,5.81,1.26,2.1,1.33,imagen,16,5.0,dis8,Disgust
4.0,34,0.35,0.0,0.21,0.77,5.81,0.42,4.899999999999999,1.47,1.05,1.47,imagen,16,6.0,fear4,Fear
31.0,34,0.0,0.0,0.0,0.63,4.48,0.0,2.45,3.08,4.760000000000001,2.66,imagen,16,7.0,fear5,Fear
6.0,34,0.0,0.07,0.0,0.63,4.27,2.03,2.8,1.54,2.17,1.54,imagen,16,8.0,fear8,Fear
26.0,34,1.96,1.96,2.8,0.7000000000000001,0.0,0.0,2.8,3.22,4.06,3.5,imagen,16,9.0,neu4,Tenderness
27.0,34,0.84,1.26,0.98,0.0,0.0,0.0,0.98,3.57,2.59,3.5,imagen,16,10.0,neu5,Inspiration
25.0,34,2.66,3.99,1.33,0.0,0.0,0.0,1.54,3.5,3.5,3.5,imagen,16,11.0,neu8,Inspiration
24.0,34,4.55,5.32,4.2,0.0,0.0,0.0,5.32,5.600000000000001,5.600000000000001,5.600000000000001,imagen,16,12.0,joy4,Inspiration
37.0,34,5.109999999999999,4.06,4.69,0.0,0.0,0.0,5.109999999999999,5.53,4.41,5.67,imagen,16,13.0,joy5,Joy
11.0,34,5.46,4.2,4.760000000000001,0.0,0.0,0.0,4.62,5.81,3.5,5.88,imagen,16,14.0,joy8,Joy
39.0,34,4.69,2.17,5.739999999999999,0.0,0.0,0.0,4.41,5.32,4.34,5.739999999999999,imagen,16,15.0,ten4,Tenderness
38.0,34,4.27,2.45,5.600000000000001,0.0,0.0,0.0,3.5,5.46,1.82,5.53,imagen,16,16.0,ten5,Tenderness
12.0,34,4.760000000000001,4.55,6.09,0.0,0.0,0.0,4.760000000000001,5.390000000000001,4.06,5.600000000000001,imagen,16,17.0,ten8,Tenderness
23.0,34,4.06,4.48,3.78,0.0,0.0,0.0,3.92,4.899999999999999,4.34,4.55,imagen,16,18.0,ins4,Inspiration
22.0,34,2.45,4.48,2.24,0.07,0.35,0.0,3.99,4.41,3.43,4.2,imagen,16,19.0,ins5,Inspiration
10.0,34,3.5,4.48,2.52,0.0,0.0,0.0,3.5,4.34,1.96,5.04,imagen,16,20.0,ins8,Inspiration
17.0,34,0.0,0.0,0.49,5.18,0.42,0.0,4.760000000000001,2.52,3.5,4.34,video,16,0.0,sad4,Sadness
36.0,34,0.0,0.0,0.0,4.34,2.66,0.63,4.48,2.17,2.73,2.52,video,16,1.0,sad5,Sadness
35.0,34,0.0,0.0,0.0,4.13,1.05,0.0,4.41,2.73,1.12,4.06,video,16,2.0,sad8,Sadness
2.0,34,0.0,0.0,0.0,0.84,3.5,5.81,4.69,2.31,2.03,0.63,video,16,3.0,dis4,Disgust
16.0,34,0.77,0.56,2.8,3.5,3.5,3.43,3.43,3.43,0.84,4.48,video,16,4.0,dis5,Disgust
18.0,34,0.0,0.0,0.0,0.63,3.5,6.44,6.37,1.12,0.42,0.49,video,16,5.0,dis8,Disgust
1.0,34,0.0,0.0,0.0,0.98,6.16,4.83,6.09,1.05,0.49,0.42,video,16,6.0,fear4,Fear
34.0,34,0.0,0.0,0.0,0.0,5.95,0.0,6.02,1.47,2.73,2.24,video,16,7.0,fear5,Fear
3.0,34,0.0,0.0,0.0,3.850000000000001,5.95,0.84,6.09,0.91,1.12,1.68,video,16,8.0,fear8,Fear
29.0,34,0.0,0.0,1.33,0.0,0.0,0.0,0.28,3.5,0.28,2.52,video,16,9.0,neu4,Tenderness
30.0,34,0.0,0.42,0.0,0.0,0.0,0.0,0.21,3.5,3.5,2.66,video,16,10.0,neu5,Inspiration
28.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.42,2.8,video,16,11.0,neu8,Neutro
21.0,34,6.16,4.2,3.08,0.0,0.0,0.0,5.67,5.46,3.5,5.88,video,16,12.0,joy4,Joy
40.0,34,3.5,0.0,0.0,2.24,0.0,0.0,3.92,1.68,0.63,2.45,video,16,13.0,joy5,Joy
8.0,34,5.53,4.62,3.5,0.0,0.0,0.0,5.18,5.32,5.32,6.09,video,16,14.0,joy8,Joy
42.0,34,5.46,4.48,5.88,0.0,0.0,0.0,4.97,5.95,5.88,5.88,video,16,15.0,ten4,Tenderness
41.0,34,5.18,4.13,5.46,0.0,0.0,0.0,4.48,5.46,5.81,5.81,video,16,16.0,ten5,Tenderness
9.0,34,4.899999999999999,4.13,5.95,0.35,0.0,0.0,4.83,5.390000000000001,2.45,5.600000000000001,video,16,17.0,ten8,Tenderness
20.0,34,3.43,5.53,1.12,1.82,0.0,0.0,5.46,5.109999999999999,2.66,5.25,video,16,18.0,ins4,Inspiration
19.0,34,3.5,5.53,1.54,0.77,0.7000000000000001,0.0,5.46,5.109999999999999,2.73,5.04,video,16,19.0,ins5,Inspiration
7.0,34,3.43,5.600000000000001,3.43,0.56,0.28,0.0,4.06,5.600000000000001,1.12,5.25,video,16,20.0,ins8,Inspiration
31.0,30,0.0,0.0,1.12,5.46,0.0,0.0,5.18,1.26,3.5,0.0,imagen,17,0.0,sad4,Sadness
9.0,30,0.0,0.0,5.109999999999999,5.04,2.52,0.0,4.899999999999999,0.56,3.36,0.0,imagen,17,1.0,sad5,Tenderness
19.0,30,0.0,0.0,3.36,7.0,0.0,0.0,7.0,0.0,7.0,0.0,imagen,17,2.0,sad8,Sadness
33.0,30,0.0,0.0,0.0,0.0,0.0,7.0,3.5,3.5,3.43,1.75,imagen,17,3.0,dis4,Disgust
32.0,30,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,imagen,17,4.0,dis5,Disgust
7.0,30,0.0,0.0,0.0,0.0,5.109999999999999,7.0,7.0,3.5,3.57,0.0,imagen,17,5.0,dis8,Disgust
8.0,30,0.0,0.0,0.0,3.5,3.5,0.0,2.38,3.5,0.98,0.91,imagen,17,6.0,fear4,Fear
21.0,30,0.0,0.0,0.0,0.0,3.5,0.0,3.57,3.5,3.5,0.0,imagen,17,7.0,fear5,Fear
20.0,30,0.0,0.0,0.0,0.0,3.5,1.68,3.5,2.52,0.0,0.0,imagen,17,8.0,fear8,Fear
38.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,imagen,17,9.0,neu4,Neutro
37.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,imagen,17,10.0,neu5,Neutro
39.0,30,0.28,3.5,1.47,0.0,0.0,0.0,1.68,3.5,7.0,4.55,imagen,17,11.0,neu8,Inspiration
27.0,30,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,imagen,17,12.0,joy4,Joy
26.0,30,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,imagen,17,13.0,joy5,Joy
17.0,30,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,5.390000000000001,7.0,imagen,17,14.0,joy8,Joy
18.0,30,3.5,3.5,7.0,0.0,0.0,0.0,4.62,4.69,4.83,5.67,imagen,17,15.0,ten4,Tenderness
4.0,30,7.0,6.37,7.0,0.0,0.0,0.0,7.0,7.0,3.43,7.0,imagen,17,16.0,ten5,Tenderness
25.0,30,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,4.48,7.0,imagen,17,17.0,ten8,Tenderness
5.0,30,3.5,4.48,3.5,0.0,0.0,0.0,3.64,6.510000000000001,3.43,5.81,imagen,17,18.0,ins4,Inspiration
16.0,30,0.0,5.109999999999999,3.5,0.0,0.0,0.0,4.83,5.739999999999999,0.0,3.5,imagen,17,19.0,ins5,Inspiration
6.0,30,3.92,5.390000000000001,6.02,0.0,0.0,0.0,3.5,5.04,1.54,4.41,imagen,17,20.0,ins8,Tenderness
34.0,30,0.0,0.0,3.5,7.0,3.5,0.0,7.0,1.33,7.0,3.5,video,17,0.0,sad4,Sadness
12.0,30,0.0,0.0,0.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,video,17,1.0,sad5,Sadness
22.0,30,0.0,0.0,6.37,7.0,0.84,0.0,7.0,0.0,0.0,0.0,video,17,2.0,sad8,Sadness
36.0,30,0.0,0.0,0.0,0.0,0.0,1.12,3.36,3.43,0.0,3.5,video,17,3.0,dis4,Disgust
35.0,30,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,video,17,4.0,dis5,Disgust
10.0,30,0.0,0.0,0.0,0.0,3.22,7.0,7.0,0.0,1.26,0.0,video,17,5.0,dis8,Disgust
11.0,30,0.0,0.0,0.0,5.109999999999999,7.0,7.0,7.0,0.0,0.0,0.0,video,17,6.0,fear4,Fear
24.0,30,0.0,0.0,0.0,0.0,7.0,3.5,7.0,0.0,0.0,0.0,video,17,7.0,fear5,Fear
23.0,30,0.0,0.0,0.0,0.0,7.0,3.5,7.0,0.21,0.0,0.0,video,17,8.0,fear8,Fear
41.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,video,17,9.0,neu4,Neutro
40.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,video,17,10.0,neu5,Neutro
42.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,video,17,11.0,neu8,Neutro
30.0,30,7.0,3.5,7.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,video,17,12.0,joy4,Joy
29.0,30,7.0,3.5,1.75,1.82,0.0,0.0,7.0,3.5,7.0,7.0,video,17,13.0,joy5,Joy
14.0,30,7.0,3.5,3.5,0.0,0.0,0.0,7.0,7.0,0.0,7.0,video,17,14.0,joy8,Joy
15.0,30,3.5,3.5,3.5,3.5,3.5,3.5,0.0,3.5,0.0,3.5,video,17,15.0,ten4,Neutro
1.0,30,7.0,5.390000000000001,7.0,0.0,0.0,0.0,7.0,7.0,1.47,7.0,video,17,16.0,ten5,Neutro
28.0,30,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,video,17,17.0,ten8,Neutro
2.0,30,0.0,3.5,1.4,0.0,0.0,0.0,1.47,3.5,3.5,1.33,video,17,18.0,ins4,Inspiration
13.0,30,0.0,5.88,0.0,0.0,0.0,0.0,4.69,5.32,0.0,3.5,video,17,19.0,ins5,Inspiration
3.0,30,3.5,7.0,0.0,0.0,0.0,0.0,6.44,7.0,0.0,5.32,video,17,20.0,ins8,Inspiration
10.0,19,0.0,0.0,0.0,1.82,0.0,0.0,2.52,2.38,4.62,2.38,imagen,18,0.0,sad4,Sadness
22.0,19,0.0,0.0,3.5,3.5,0.0,0.0,3.36,3.5,3.36,3.43,imagen,18,1.0,sad5,Sadness
33.0,19,1.82,3.64,5.739999999999999,0.0,0.0,0.0,3.5,3.5,3.5,3.5,imagen,18,2.0,sad8,Tenderness
31.0,19,3.43,1.82,4.48,0.0,0.0,0.0,1.96,2.03,0.0,3.5,imagen,18,3.0,dis4,Tenderness
12.0,19,0.0,0.0,0.0,0.0,0.0,0.0,3.43,2.38,5.04,1.12,imagen,18,4.0,dis5,Disgust
11.0,19,0.0,0.0,0.0,0.0,1.89,1.89,3.5,3.5,0.07,1.96,imagen,18,5.0,dis8,Disgust
24.0,19,0.07,0.0,0.0,0.0,4.41,0.0,2.52,2.59,0.91,1.82,imagen,18,6.0,fear4,Fear
23.0,19,0.0,0.0,0.0,0.0,5.32,0.0,3.5,3.5,5.109999999999999,1.4,imagen,18,7.0,fear5,Fear
32.0,19,0.0,0.0,0.0,0.0,2.38,0.0,2.24,1.96,3.57,2.03,imagen,18,8.0,fear8,Fear
1.0,19,1.26,1.26,1.26,1.33,5.04,1.26,5.32,6.09,1.75,3.5,imagen,18,9.0,neu4,Fear
2.0,19,0.7000000000000001,0.7000000000000001,0.77,0.98,4.83,0.98,3.57,4.06,3.57,2.52,imagen,18,10.0,neu5,Fear
3.0,19,1.54,1.54,1.47,1.4,2.24,0.14,1.82,1.75,1.68,3.5,imagen,18,11.0,neu8,Fear
13.0,19,1.75,1.4,1.4,0.0,0.0,0.0,3.36,3.5,5.67,5.739999999999999,imagen,18,12.0,joy4,Joy
39.0,19,3.5,2.52,4.899999999999999,0.0,0.0,0.0,2.45,2.38,2.38,3.5,imagen,18,13.0,joy5,Tenderness
37.0,19,4.55,3.5,4.83,0.0,0.0,0.0,2.17,2.1,2.31,3.5,imagen,18,14.0,joy8,Tenderness
14.0,19,0.63,0.42,3.5,0.56,0.21,0.0,3.36,3.5,3.57,3.5,imagen,18,15.0,ten4,Tenderness
15.0,19,1.75,1.61,3.5,0.0,0.0,0.0,2.03,1.89,1.89,3.5,imagen,18,16.0,ten5,Tenderness
30.0,19,2.03,1.96,5.25,0.0,0.0,0.0,3.36,1.96,1.54,3.5,imagen,18,17.0,ten8,Tenderness
29.0,19,2.03,4.97,0.0,0.0,0.0,0.0,1.82,1.89,1.82,3.5,imagen,18,18.0,ins4,Inspiration
28.0,19,2.03,4.62,1.05,0.0,0.0,0.0,1.54,1.61,0.0,3.5,imagen,18,19.0,ins5,Inspiration
38.0,19,1.96,5.04,3.5,0.0,0.0,0.0,2.52,2.66,1.75,3.5,imagen,18,20.0,ins8,Inspiration
7.0,19,4.41,1.54,1.47,1.47,0.0,0.0,3.5,3.5,5.600000000000001,4.41,video,18,0.0,sad4,Joy
19.0,19,0.0,0.0,0.0,1.33,3.5,0.0,3.36,5.04,0.0,3.5,video,18,1.0,sad5,Fear
36.0,19,0.0,0.0,0.0,5.53,0.0,0.0,3.5,3.5,0.0,3.5,video,18,2.0,sad8,Sadness
34.0,19,0.0,0.0,0.0,0.0,0.0,5.67,3.5,4.760000000000001,6.09,2.17,video,18,3.0,dis4,Disgust
9.0,19,0.0,0.07,0.0,0.0,0.0,1.75,1.89,2.1,4.69,3.5,video,18,4.0,dis5,Disgust
8.0,19,0.0,0.0,0.0,0.0,0.0,5.88,5.390000000000001,5.04,3.36,1.61,video,18,5.0,dis8,Disgust
21.0,19,0.0,0.0,0.0,0.0,6.23,0.0,5.95,6.02,2.1,1.54,video,18,6.0,fear4,Fear
20.0,19,0.0,0.0,0.0,0.0,6.44,0.0,5.81,5.600000000000001,3.64,1.19,video,18,7.0,fear5,Fear
35.0,19,0.0,0.0,0.0,0.0,6.16,0.0,5.46,5.600000000000001,0.0,1.89,video,18,8.0,fear8,Fear
4.0,19,0.07,0.0,0.14,0.14,0.0,0.14,0.0,1.05,4.48,3.5,video,18,9.0,neu4,Neutro
5.0,19,0.21,1.68,3.5,0.21,0.07,0.0,3.36,3.5,0.0,3.5,video,18,10.0,neu5,Tenderness
6.0,19,0.0,0.0,0.14,0.0,0.21,0.14,0.84,0.98,0.0,3.5,video,18,11.0,neu8,Fear
16.0,19,2.52,0.63,2.31,0.0,0.0,0.0,3.36,1.96,2.1,2.1,video,18,12.0,joy4,Joy
42.0,19,5.18,1.61,1.68,0.0,0.0,0.0,3.57,3.5,6.72,3.5,video,18,13.0,joy5,Joy
40.0,19,4.55,4.13,4.34,0.0,0.0,0.0,3.5,3.5,6.79,3.5,video,18,14.0,joy8,Joy
17.0,19,3.5,3.5,5.109999999999999,0.0,0.0,0.0,3.43,3.5,6.79,5.04,video,18,15.0,ten4,Tenderness
18.0,19,2.1,3.5,3.5,0.0,0.0,0.0,3.5,3.5,0.0,3.5,video,18,16.0,ten5,Tenderness
27.0,19,4.48,4.48,5.88,0.0,0.0,0.0,3.57,3.5,0.84,5.18,video,18,17.0,ten8,Tenderness
26.0,19,1.54,3.5,3.5,0.0,0.0,0.0,1.75,1.82,0.0,3.5,video,18,18.0,ins4,Inspiration
25.0,19,3.5,5.390000000000001,3.5,0.0,0.0,0.0,3.5,3.5,0.0,3.5,video,18,19.0,ins5,Inspiration
41.0,19,2.03,5.18,2.52,0.0,0.0,0.0,3.5,3.5,4.899999999999999,3.5,video,18,20.0,ins8,Inspiration
12.0,24,0.0,0.0,0.0,6.859999999999999,0.0,0.0,3.57,1.4,1.4,2.45,imagen,19,0.0,sad4,Sadness
39.0,24,0.0,0.0,0.0,5.04,0.0,0.0,3.57,1.96,4.899999999999999,3.5,imagen,19,1.0,sad5,Sadness
19.0,24,0.0,0.0,0.0,7.0,5.739999999999999,0.0,6.58,0.0,4.760000000000001,0.0,imagen,19,2.0,sad8,Sadness
38.0,24,0.0,0.0,0.0,0.0,5.53,7.0,3.43,0.0,2.31,0.0,imagen,19,3.0,dis4,Disgust
20.0,24,0.0,0.0,0.0,0.0,0.0,5.390000000000001,3.5,3.5,2.45,0.0,imagen,19,4.0,dis5,Disgust
11.0,24,0.0,0.0,0.0,4.97,5.04,7.0,7.0,0.0,5.04,0.0,imagen,19,5.0,dis8,Disgust
10.0,24,0.0,0.0,0.0,0.0,7.0,0.0,5.25,1.47,3.5,3.5,imagen,19,6.0,fear4,Fear
37.0,24,0.0,0.0,0.0,0.0,4.760000000000001,0.0,3.5,1.68,4.48,1.47,imagen,19,7.0,fear5,Fear
21.0,24,0.0,0.0,0.0,0.0,5.739999999999999,5.600000000000001,5.18,0.84,4.97,0.0,imagen,19,8.0,fear8,Fear
26.0,24,1.68,0.0,0.0,0.0,0.0,0.0,1.61,3.5,3.57,4.62,imagen,19,9.0,neu4,Joy
27.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.54,3.5,7.0,4.899999999999999,imagen,19,10.0,neu5,Neutro
25.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,imagen,19,11.0,neu8,Neutro
18.0,24,5.67,0.14,0.0,0.0,0.0,0.0,3.5,5.25,1.96,4.48,imagen,19,12.0,joy4,Joy
4.0,24,5.53,0.0,6.510000000000001,0.0,0.0,0.0,6.02,7.0,5.53,7.0,imagen,19,13.0,joy5,Tenderness
17.0,24,4.83,5.32,5.739999999999999,0.0,0.0,0.0,4.760000000000001,6.859999999999999,4.34,7.0,imagen,19,14.0,joy8,Tenderness
32.0,24,3.5,0.0,4.97,0.0,0.0,0.0,3.5,4.83,4.69,5.67,imagen,19,15.0,ten4,Tenderness
16.0,24,4.97,0.0,7.0,0.0,0.0,0.0,2.1,5.46,1.96,4.760000000000001,imagen,19,16.0,ten5,Tenderness
5.0,24,5.04,3.99,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,imagen,19,17.0,ten8,Tenderness
6.0,24,2.1,7.0,0.0,0.0,0.0,0.0,3.5,4.34,1.54,4.2,imagen,19,18.0,ins4,Inspiration
31.0,24,0.0,7.0,0.0,0.0,0.0,0.0,3.64,3.5,1.96,3.99,imagen,19,19.0,ins5,Inspiration
33.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,imagen,19,20.0,ins8,Inspiration
9.0,24,0.0,0.0,0.0,5.88,0.0,0.0,3.43,1.89,3.64,3.5,video,19,0.0,sad4,Sadness
42.0,24,0.0,0.0,0.0,3.92,0.0,3.78,1.82,1.26,0.0,3.5,video,19,1.0,sad5,Sadness
22.0,24,0.0,0.0,0.0,5.81,0.0,0.0,4.34,0.0,1.75,1.54,video,19,2.0,sad8,Sadness
41.0,24,0.0,0.0,0.0,0.0,0.0,5.25,4.48,1.19,3.36,0.0,video,19,3.0,dis4,Disgust
23.0,24,0.0,0.0,0.0,0.0,0.0,5.53,2.94,1.82,4.48,0.0,video,19,4.0,dis5,Disgust
8.0,24,0.0,0.0,0.0,0.0,0.0,5.32,3.57,2.17,0.0,1.54,video,19,5.0,dis8,Disgust
7.0,24,0.0,0.0,0.0,6.72,7.0,0.0,7.0,0.0,7.0,4.69,video,19,6.0,fear4,Fear
40.0,24,0.0,0.07,0.0,0.0,7.0,0.0,5.18,0.0,5.53,3.5,video,19,7.0,fear5,Fear
24.0,24,0.0,0.0,0.0,4.69,7.0,0.0,5.81,0.0,4.48,0.0,video,19,8.0,fear8,Fear
29.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,video,19,9.0,neu4,Neutro
30.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,video,19,10.0,neu5,Neutro
28.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.26,3.5,3.5,3.5,video,19,11.0,neu8,Neutro
15.0,24,7.0,0.0,0.0,0.0,0.0,0.0,6.16,5.600000000000001,7.0,6.58,video,19,12.0,joy4,Joy
1.0,24,5.390000000000001,0.0,0.0,0.0,0.0,0.0,4.69,3.5,3.36,6.02,video,19,13.0,joy5,Joy
14.0,24,5.390000000000001,0.0,0.0,0.0,0.0,0.0,4.62,5.25,5.32,4.27,video,19,14.0,joy8,Joy
35.0,24,5.04,0.0,5.32,0.0,0.0,0.0,3.64,5.46,4.69,5.390000000000001,video,19,15.0,ten4,Tenderness
13.0,24,6.16,0.0,4.760000000000001,0.0,0.0,0.0,5.600000000000001,5.600000000000001,5.67,5.600000000000001,video,19,16.0,ten5,Joy
2.0,24,5.18,0.0,6.859999999999999,0.0,0.0,0.0,5.04,7.0,4.62,7.0,video,19,17.0,ten8,Tenderness
3.0,24,2.17,7.0,0.0,0.0,0.0,0.0,2.38,5.18,0.0,3.5,video,19,18.0,ins4,Inspiration
34.0,24,4.2,5.25,0.0,0.0,0.0,0.0,3.64,4.62,5.04,7.0,video,19,19.0,ins5,Inspiration
36.0,24,4.899999999999999,7.0,0.0,0.0,0.0,0.0,4.760000000000001,4.760000000000001,3.36,5.04,video,19,20.0,ins8,Inspiration
17.0,24,0.14,0.0,0.98,0.28,0.0,0.0,0.98,3.5,0.0,3.5,imagen,20,0.0,sad4,Tenderness
30.0,24,3.5,3.5,3.5,3.5,3.5,3.5,0.0,3.5,0.0,3.5,imagen,20,1.0,sad5,Sadness
29.0,24,0.0,0.0,0.42,1.61,0.42,0.0,1.4,1.47,0.0,0.0,imagen,20,2.0,sad8,Sadness
28.0,24,0.0,0.0,0.0,0.49,4.2,6.02,4.760000000000001,1.82,0.63,0.77,imagen,20,3.0,dis4,Disgust
37.0,24,0.0,0.0,0.0,0.35,0.0,5.32,3.29,1.26,1.96,0.42,imagen,20,4.0,dis5,Disgust
39.0,24,0.0,0.0,0.0,4.13,0.0,7.0,4.48,0.0,3.57,0.0,imagen,20,5.0,dis8,Disgust
16.0,24,0.14,0.28,0.0,0.28,4.62,0.21,2.87,0.98,1.68,2.38,imagen,20,6.0,fear4,Fear
38.0,24,1.82,0.0,0.0,0.0,1.19,0.0,1.89,3.5,4.34,4.34,imagen,20,7.0,fear5,Joy
18.0,24,0.28,4.55,0.0,0.0,0.49,0.98,1.68,4.2,0.0,2.8,imagen,20,8.0,fear8,Inspiration
7.0,24,0.49,2.17,1.68,0.7000000000000001,0.98,0.63,1.82,2.59,4.62,3.22,imagen,20,9.0,neu4,Inspiration
8.0,24,4.34,0.91,4.55,1.4,0.0,0.0,4.69,4.899999999999999,7.0,5.109999999999999,imagen,20,10.0,neu5,Tenderness
9.0,24,2.31,0.63,1.82,0.28,0.7000000000000001,0.0,1.68,3.99,5.95,4.06,imagen,20,11.0,neu8,Joy
6.0,24,5.739999999999999,4.34,0.35,0.0,0.0,0.0,3.78,4.83,2.1,4.97,imagen,20,12.0,joy4,Joy
4.0,24,4.27,1.26,2.73,0.14,0.0,0.0,1.61,5.25,4.06,3.64,imagen,20,13.0,joy5,Joy
33.0,24,1.96,1.33,0.77,0.0,0.0,0.0,1.54,5.25,0.49,5.81,imagen,20,14.0,joy8,Joy
