trial_number,video_name,Joy,Inspiration,Tenderness,Sadness,Fear,Disgust,Arousal,Valence,Familiarity,Liking,type,subject,actualOrder,stimulus,labelAngie
40.0,17,0.0,0.0,0.0,0.0,5.18,5.67,5.18,1.12,4.69,0.84,imagen,29,5.0,dis8,Disgust
26.0,13,0.0,0.0,0.0,4.55,6.09,4.2,2.8,0.84,0.0,1.26,imagen,29,6.0,fear4,Fear
13.0,15,1.26,0.0,0.0,4.27,4.48,0.28,5.109999999999999,2.73,5.53,2.87,imagen,29,7.0,fear5,Fear
25.0,14,0.0,0.0,0.0,0.84,5.88,4.83,3.71,0.7000000000000001,3.08,0.84,imagen,29,8.0,fear8,Fear
8.0,19,0.0,0.35,0.0,0.21,0.35,0.0,0.21,3.5,0.35,3.5,imagen,29,9.0,neu4,Neutro
9.0,21,1.4,0.98,0.77,0.07,0.0,0.0,1.4,3.5,3.36,2.87,imagen,29,10.0,neu5,Joy
7.0,20,2.66,1.82,5.32,5.739999999999999,0.0,0.0,7.0,3.15,7.0,6.93,imagen,29,11.0,neu8,Sadness
21.0,1,5.600000000000001,0.77,0.84,4.899999999999999,0.0,0.0,5.739999999999999,5.04,6.09,5.88,imagen,29,12.0,joy4,Joy
4.0,3,6.16,4.760000000000001,4.69,1.82,0.0,0.0,6.510000000000001,6.58,4.83,6.58,imagen,29,13.0,joy5,Joy
19.0,2,5.18,4.48,4.48,4.34,0.0,0.0,2.31,4.2,3.99,4.13,imagen,29,14.0,joy8,Joy
34.0,7,0.77,0.0,0.42,0.0,0.42,0.0,0.21,2.87,0.84,2.38,imagen,29,15.0,ten4,Joy
5.0,9,3.15,2.1,3.850000000000001,2.17,0.7000000000000001,0.84,3.43,2.94,0.63,2.66,imagen,29,16.0,ten5,Tenderness
20.0,8,4.48,3.78,4.69,1.26,0.0,0.0,3.92,4.760000000000001,3.29,4.48,imagen,29,17.0,ten8,Tenderness
36.0,4,0.56,1.19,0.0,0.0,0.0,0.0,0.28,3.92,0.77,2.8,imagen,29,18.0,ins4,Inspiration
6.0,6,1.12,5.32,4.760000000000001,0.49,1.61,0.0,3.850000000000001,4.69,3.22,4.41,imagen,29,19.0,ins5,Inspiration
35.0,5,4.760000000000001,4.27,0.84,0.0,0.0,0.0,3.78,4.899999999999999,1.75,4.27,imagen,29,20.0,ins8,Joy
39.0,31,0.0,0.0,0.63,4.27,0.0,0.0,3.5,1.75,7.0,2.03,video,29,0.0,sad4,Sadness
18.0,33,0.0,0.0,2.66,3.850000000000001,3.43,0.98,1.26,2.45,1.26,2.52,video,29,1.0,sad5,Sadness
17.0,32,0.0,0.49,0.35,4.41,1.82,0.98,1.33,1.4,2.31,2.1,video,29,2.0,sad8,Sadness
30.0,37,0.84,0.0,0.0,0.0,0.0,4.83,3.99,4.06,0.35,3.92,video,29,3.0,dis4,Disgust
38.0,39,0.0,0.0,0.0,4.41,0.63,5.88,3.5,3.5,1.12,0.42,video,29,4.0,dis5,Disgust
37.0,38,0.0,0.0,0.0,0.0,5.25,7.0,7.0,0.0,0.0,0.0,video,29,5.0,dis8,Disgust
29.0,34,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,video,29,6.0,fear4,Fear
16.0,36,0.0,0.0,0.0,1.33,6.37,5.04,4.760000000000001,0.49,0.0,1.05,video,29,7.0,fear5,Fear
28.0,35,0.0,0.0,0.0,0.0,7.0,4.899999999999999,4.55,1.05,0.63,0.84,video,29,8.0,fear8,Fear
11.0,40,0.0,0.0,0.0,0.0,0.0,0.0,1.05,3.5,0.98,3.5,video,29,9.0,neu4,Neutro
12.0,42,0.0,0.35,0.0,0.0,0.0,0.0,0.49,3.5,0.0,2.45,video,29,10.0,neu5,Inspiration
10.0,41,0.0,0.0,0.21,0.63,0.0,0.63,0.0,1.12,0.0,1.12,video,29,11.0,neu8,Neutro
24.0,22,6.02,0.0,0.0,0.0,0.0,0.0,3.43,3.92,0.56,4.2,video,29,12.0,joy4,Joy
1.0,24,5.04,0.0,0.63,4.06,0.28,0.0,4.69,2.38,4.760000000000001,4.48,video,29,13.0,joy5,Joy
22.0,23,4.2,0.28,1.12,1.47,0.77,0.28,3.36,3.5,3.92,3.92,video,29,14.0,joy8,Joy
31.0,28,4.34,0.0,5.04,0.28,0.0,0.0,3.71,4.62,0.84,4.2,video,29,15.0,ten4,Tenderness
2.0,30,2.24,4.06,4.48,2.94,0.98,0.7000000000000001,3.57,2.73,5.600000000000001,2.38,video,29,16.0,ten5,Tenderness
23.0,29,4.34,4.27,5.32,0.0,0.0,0.0,3.78,5.04,3.43,4.41,video,29,17.0,ten8,Tenderness
33.0,25,0.42,4.83,3.5,0.42,0.0,0.0,4.06,3.92,0.28,3.92,video,29,18.0,ins4,Inspiration
3.0,27,2.45,5.390000000000001,4.48,2.24,0.63,0.0,4.41,4.62,0.49,4.06,video,29,19.0,ins5,Inspiration
32.0,26,0.0,0.91,0.0,0.56,0.0,0.63,0.28,3.5,0.0,3.5,video,29,20.0,ins8,Inspiration
25.0,10,0.0,0.0,1.68,4.2,0.0,0.0,5.390000000000001,3.5,4.41,5.18,imagen,30,0.0,sad4,Sadness
16.0,12,0.0,3.5,2.31,3.5,0.0,0.0,3.5,3.5,3.43,4.62,imagen,30,1.0,sad5,Sadness
4.0,11,0.0,0.63,1.68,5.67,3.43,0.0,5.04,1.82,2.45,2.73,imagen,30,2.0,sad8,Sadness
27.0,16,0.0,0.0,0.0,0.0,5.67,5.67,5.109999999999999,1.68,4.13,0.0,imagen,30,3.0,dis4,Disgust
6.0,18,0.0,0.0,0.0,0.0,0.0,3.5,3.43,0.0,3.43,0.0,imagen,30,4.0,dis5,Disgust
5.0,17,0.0,0.0,0.0,0.0,1.68,7.0,5.109999999999999,1.61,1.54,1.61,imagen,30,5.0,dis8,Disgust
26.0,13,0.0,0.0,0.0,0.0,3.5,0.0,1.68,2.38,1.75,3.5,imagen,30,6.0,fear4,Fear
17.0,15,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,7.0,3.5,imagen,30,7.0,fear5,Fear
18.0,14,0.0,0.0,0.0,0.0,3.5,3.5,3.43,0.0,0.0,0.0,imagen,30,8.0,fear8,Fear
39.0,19,1.12,0.0,0.0,0.0,0.0,0.0,0.91,3.5,2.03,3.5,imagen,30,9.0,neu4,Joy
37.0,21,0.56,0.0,0.0,0.0,0.0,0.0,1.26,3.5,5.46,3.5,imagen,30,10.0,neu5,Joy
38.0,20,3.5,0.0,3.5,0.0,0.0,0.0,3.43,3.36,3.36,5.25,imagen,30,11.0,neu8,Neutro
9.0,1,3.43,3.5,1.68,0.0,0.0,0.0,4.2,5.109999999999999,3.36,5.04,imagen,30,12.0,joy4,Inspiration
7.0,3,3.5,3.5,3.5,0.0,0.0,0.0,3.43,7.0,3.5,7.0,imagen,30,13.0,joy5,Joy
34.0,2,3.5,0.0,3.5,0.0,0.0,0.0,3.43,5.600000000000001,2.38,6.02,imagen,30,14.0,joy8,Joy
8.0,7,3.5,3.5,3.5,0.0,0.0,0.0,3.5,7.0,5.32,5.390000000000001,imagen,30,15.0,ten4,Tenderness
36.0,9,0.7000000000000001,0.0,5.53,0.0,0.0,0.0,2.52,5.739999999999999,4.760000000000001,5.95,imagen,30,16.0,ten5,Tenderness
19.0,8,1.61,3.5,3.5,0.0,0.0,0.0,3.57,6.510000000000001,3.57,6.58,imagen,30,17.0,ten8,Tenderness
21.0,4,1.05,4.97,0.0,0.0,0.0,0.0,2.52,5.18,1.54,4.48,imagen,30,18.0,ins4,Inspiration
35.0,6,0.0,5.81,3.5,0.0,0.0,0.0,2.24,5.109999999999999,3.43,3.5,imagen,30,19.0,ins5,Inspiration
20.0,5,1.54,5.600000000000001,1.68,0.0,0.0,0.0,2.52,5.32,1.82,3.850000000000001,imagen,30,20.0,ins8,Inspiration
28.0,31,0.63,0.0,0.98,4.899999999999999,0.0,0.0,4.760000000000001,3.5,3.5,3.5,video,30,0.0,sad4,Sadness
13.0,33,0.0,0.0,3.5,3.5,1.82,0.42,3.5,2.38,1.54,3.5,video,30,1.0,sad5,Sadness
1.0,32,0.0,0.63,2.73,3.5,0.0,0.0,2.03,2.66,0.98,3.5,video,30,2.0,sad8,Sadness
30.0,37,0.0,0.0,0.0,0.0,1.96,5.04,4.69,2.1,1.33,1.61,video,30,3.0,dis4,Disgust
3.0,39,0.42,0.0,0.0,0.0,0.77,3.5,3.15,1.47,0.21,1.68,video,30,4.0,dis5,Disgust
2.0,38,0.0,0.0,0.0,0.0,0.7000000000000001,5.67,4.62,1.33,0.21,0.84,video,30,5.0,dis8,Disgust
29.0,34,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.89,0.0,2.52,video,30,6.0,fear4,Fear
14.0,36,0.0,0.0,0.0,0.0,6.37,0.0,7.0,1.89,3.5,1.89,video,30,7.0,fear5,Fear
15.0,35,0.0,0.0,0.0,0.0,4.62,0.0,5.46,2.87,0.0,2.73,video,30,8.0,fear8,Fear
42.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.5,1.89,3.5,video,30,9.0,neu4,Neutro
40.0,42,0.0,0.0,0.0,0.0,0.0,0.0,1.82,3.5,3.57,3.5,video,30,10.0,neu5,Neutro
41.0,41,0.0,0.0,3.5,0.0,0.0,0.0,3.64,4.760000000000001,3.5,4.2,video,30,11.0,neu8,Tenderness
12.0,22,5.67,1.82,3.5,0.0,0.0,0.0,4.13,4.2,0.42,4.760000000000001,video,30,12.0,joy4,Joy
10.0,24,3.5,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,video,30,13.0,joy5,Neutro
31.0,23,5.109999999999999,0.0,2.38,0.0,0.0,0.0,3.5,5.04,2.59,4.97,video,30,14.0,joy8,Joy
11.0,28,3.5,3.5,7.0,0.0,0.0,0.0,5.390000000000001,4.41,5.32,5.32,video,30,15.0,ten4,Tenderness
33.0,30,0.0,0.84,4.41,3.5,0.0,0.0,2.52,3.71,1.4,3.92,video,30,16.0,ten5,Tenderness
22.0,29,3.5,3.5,6.44,1.75,0.0,0.0,3.36,7.0,1.68,5.46,video,30,17.0,ten8,Tenderness
24.0,25,0.0,5.600000000000001,0.0,4.41,0.0,0.0,5.53,5.739999999999999,0.84,4.69,video,30,18.0,ins4,Inspiration
32.0,27,0.0,5.25,0.0,1.12,0.0,0.0,4.55,4.62,2.1,3.5,video,30,19.0,ins5,Inspiration
23.0,26,1.68,4.899999999999999,0.0,0.0,0.0,0.0,1.68,5.390000000000001,0.77,3.99,video,30,20.0,ins8,Inspiration
6.0,10,0.98,3.5,4.34,3.29,0.0,0.0,3.92,4.41,0.0,3.5,imagen,31,0.0,sad4,Tenderness
34.0,12,0.84,2.73,4.48,5.81,0.0,0.0,5.739999999999999,2.66,4.48,2.52,imagen,31,1.0,sad5,Sadness
21.0,11,0.0,4.899999999999999,4.899999999999999,5.390000000000001,5.18,0.0,6.09,1.54,0.0,0.0,imagen,31,2.0,sad8,Sadness
4.0,16,1.19,2.45,4.62,0.21,1.47,4.62,4.62,3.5,3.57,3.5,imagen,31,3.0,dis4,Disgust
35.0,18,0.0,0.0,0.0,4.760000000000001,0.0,7.0,2.17,1.82,3.36,0.0,imagen,31,4.0,dis5,Disgust
5.0,17,0.0,0.0,0.0,4.69,5.18,7.0,2.03,0.21,0.0,0.0,imagen,31,5.0,dis8,Disgust
19.0,13,1.05,1.96,1.96,5.109999999999999,6.09,0.0,3.43,2.45,3.43,1.4,imagen,31,6.0,fear4,Fear
36.0,15,2.73,2.45,2.1,1.12,4.62,0.0,2.8,4.48,3.36,2.31,imagen,31,7.0,fear5,Fear
20.0,14,0.0,0.28,0.0,5.32,5.81,5.25,5.25,2.59,2.24,2.03,imagen,31,8.0,fear8,Fear
8.0,19,2.03,4.62,3.5,0.0,1.47,0.0,3.850000000000001,4.760000000000001,3.22,3.5,imagen,31,9.0,neu4,Inspiration
7.0,21,5.600000000000001,5.109999999999999,5.32,0.0,0.0,0.0,4.2,5.04,4.06,5.46,imagen,31,10.0,neu5,Joy
9.0,20,2.94,5.600000000000001,5.04,4.48,0.0,0.0,4.69,5.04,6.44,4.97,imagen,31,11.0,neu8,Inspiration
27.0,1,4.83,4.48,4.2,0.0,0.0,0.0,3.5,5.18,0.0,3.5,imagen,31,12.0,joy4,Joy
13.0,3,5.95,6.16,5.88,0.0,1.54,0.0,4.69,6.16,3.57,5.88,imagen,31,13.0,joy5,Inspiration
41.0,2,7.0,7.0,5.739999999999999,0.0,0.0,0.0,6.02,5.600000000000001,4.34,7.0,imagen,31,14.0,joy8,Joy
40.0,7,5.81,5.32,5.18,0.0,0.0,0.0,4.899999999999999,4.899999999999999,3.29,5.390000000000001,imagen,31,15.0,ten4,Joy
42.0,9,6.510000000000001,5.88,6.44,0.0,0.0,0.0,5.390000000000001,5.67,2.45,6.510000000000001,imagen,31,16.0,ten5,Joy
26.0,8,7.0,5.600000000000001,6.3,0.0,0.0,0.0,5.739999999999999,5.739999999999999,5.04,5.46,imagen,31,17.0,ten8,Joy
15.0,4,3.5,5.109999999999999,4.899999999999999,1.4,0.0,0.0,3.78,5.109999999999999,0.0,4.62,imagen,31,18.0,ins4,Inspiration
25.0,6,6.02,5.739999999999999,4.34,0.0,0.0,0.0,5.46,5.81,2.94,4.97,imagen,31,19.0,ins5,Joy
14.0,5,4.06,4.55,2.66,0.0,0.0,0.0,3.5,3.92,1.61,3.5,imagen,31,20.0,ins8,Inspiration
3.0,31,1.4,1.33,3.5,4.760000000000001,0.0,0.0,3.36,1.89,7.0,3.5,video,31,0.0,sad4,Sadness
31.0,33,0.0,4.34,3.5,5.67,5.390000000000001,0.0,4.62,2.1,1.12,3.5,video,31,1.0,sad5,Sadness
24.0,32,0.0,0.0,0.0,4.760000000000001,0.0,0.0,1.89,3.5,0.0,3.5,video,31,2.0,sad8,Sadness
1.0,37,1.61,1.54,1.61,0.0,0.0,0.0,0.0,3.5,0.0,4.62,video,31,3.0,dis4,Disgust
32.0,39,0.42,0.91,0.14,0.49,2.1,4.48,0.84,2.24,0.0,1.05,video,31,4.0,dis5,Disgust
2.0,38,0.0,0.0,0.0,0.0,0.63,5.81,0.0,0.7000000000000001,3.22,0.0,video,31,5.0,dis8,Disgust
22.0,34,0.0,0.0,3.5,4.2,5.18,0.0,4.83,2.73,0.0,3.5,video,31,6.0,fear4,Fear
33.0,36,0.0,0.77,0.07,0.28,5.390000000000001,0.0,4.69,2.24,1.75,1.68,video,31,7.0,fear5,Fear
23.0,35,0.0,0.0,2.1,1.75,5.18,0.0,4.62,3.5,0.0,1.47,video,31,8.0,fear8,Fear
11.0,40,0.91,1.54,2.73,0.0,0.0,0.0,1.96,3.5,0.0,3.5,video,31,9.0,neu4,Tenderness
10.0,42,0.0,0.91,0.0,4.41,4.760000000000001,0.0,5.32,2.52,5.32,1.68,video,31,10.0,neu5,Fear
12.0,41,0.0,0.0,0.0,0.0,1.89,0.0,0.0,3.5,0.0,3.5,video,31,11.0,neu8,Fear
30.0,22,5.32,3.71,4.2,0.0,0.0,0.0,2.66,4.899999999999999,2.45,3.57,video,31,12.0,joy4,Joy
16.0,24,5.18,5.53,4.899999999999999,5.18,0.0,0.7000000000000001,4.899999999999999,4.69,1.68,3.22,video,31,13.0,joy5,Inspiration
38.0,23,4.41,0.0,0.0,0.0,0.0,0.0,3.29,4.69,3.850000000000001,4.69,video,31,14.0,joy8,Joy
37.0,28,4.83,4.34,4.69,4.899999999999999,0.0,0.0,4.97,4.69,3.64,3.78,video,31,15.0,ten4,Sadness
39.0,30,5.739999999999999,5.600000000000001,5.46,0.0,0.0,0.0,4.34,4.760000000000001,5.18,5.53,video,31,16.0,ten5,Joy
29.0,29,6.44,5.600000000000001,6.16,0.0,0.0,0.0,4.62,5.32,3.71,5.600000000000001,video,31,17.0,ten8,Joy
18.0,25,3.5,5.32,4.13,4.55,0.0,0.0,5.46,5.18,0.0,4.760000000000001,video,31,18.0,ins4,Inspiration
28.0,27,3.5,5.67,3.57,0.0,0.0,0.0,5.46,4.97,1.33,4.62,video,31,19.0,ins5,Inspiration
17.0,26,3.5,5.46,3.99,0.28,0.0,0.0,4.2,5.81,3.850000000000001,5.46,video,31,20.0,ins8,Inspiration
34.0,10,0.0,0.0,0.0,0.84,0.0,0.0,3.5,2.1,2.24,2.66,imagen,32,0.0,sad4,Sadness
10.0,12,0.07,0.42,1.89,1.33,0.0,0.0,3.29,3.5,4.899999999999999,3.5,imagen,32,1.0,sad5,Tenderness
21.0,11,0.0,0.0,0.0,6.3,6.510000000000001,0.0,5.18,0.35,3.78,0.35,imagen,32,2.0,sad8,Fear
36.0,16,0.0,0.0,0.0,0.0,1.19,2.24,4.62,1.26,6.65,1.19,imagen,32,3.0,dis4,Disgust
20.0,18,0.0,0.0,0.0,0.84,0.0,5.67,3.78,1.54,3.57,1.05,imagen,32,4.0,dis5,Disgust
19.0,17,0.0,0.0,0.0,0.0,0.0,5.390000000000001,4.62,0.7000000000000001,3.78,0.84,imagen,32,5.0,dis8,Disgust
12.0,13,0.0,0.0,0.0,0.0,2.24,0.0,2.03,2.8,1.75,2.8,imagen,32,6.0,fear4,Fear
11.0,15,4.27,4.55,3.78,0.0,0.0,0.0,4.48,4.34,7.0,4.899999999999999,imagen,32,7.0,fear5,Inspiration
35.0,14,0.0,0.0,0.0,0.0,1.33,1.26,4.41,2.17,2.31,1.68,imagen,32,8.0,fear8,Fear
39.0,19,1.4,2.24,0.0,0.0,0.0,0.0,1.33,4.2,4.62,4.55,imagen,32,9.0,neu4,Inspiration
37.0,21,5.25,4.69,1.33,0.0,0.07,0.0,0.84,2.94,0.42,4.06,imagen,32,10.0,neu5,Joy
38.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.26,2.73,5.32,3.01,imagen,32,11.0,neu8,Neutro
2.0,1,5.67,5.739999999999999,4.760000000000001,0.0,0.0,0.0,4.55,5.04,4.55,5.18,imagen,32,12.0,joy4,Inspiration
1.0,3,4.97,5.18,5.88,0.0,0.0,0.0,6.16,5.88,5.18,5.67,imagen,32,13.0,joy5,Tenderness
30.0,2,6.16,6.510000000000001,6.23,0.0,0.0,0.0,5.81,5.739999999999999,6.859999999999999,6.58,imagen,32,14.0,joy8,Inspiration
3.0,7,4.899999999999999,4.97,5.67,0.0,0.0,0.0,4.83,5.18,3.5,4.48,imagen,32,15.0,ten4,Tenderness
28.0,9,4.97,5.32,5.32,0.0,0.0,0.0,4.55,4.83,6.37,5.18,imagen,32,16.0,ten5,Tenderness
14.0,8,4.69,5.390000000000001,6.58,0.0,0.0,0.0,5.32,5.88,3.43,6.23,imagen,32,17.0,ten8,Tenderness
29.0,4,4.899999999999999,6.02,4.760000000000001,0.0,0.0,0.0,4.69,4.41,3.5,4.62,imagen,32,18.0,ins4,Inspiration
13.0,6,1.82,2.1,1.12,0.0,0.0,0.0,1.68,3.850000000000001,0.0,3.5,imagen,32,19.0,ins5,Inspiration
15.0,5,4.2,4.2,3.71,0.0,0.0,0.0,4.48,4.48,5.32,4.13,imagen,32,20.0,ins8,Inspiration
31.0,31,0.0,0.0,0.7000000000000001,5.32,0.0,0.0,3.99,2.1,3.5,3.22,video,32,0.0,sad4,Sadness
7.0,33,0.0,0.0,0.42,5.53,0.0,0.0,4.48,1.68,0.0,3.5,video,32,1.0,sad5,Sadness
24.0,32,0.0,0.0,0.0,6.58,0.0,0.0,5.18,2.24,3.850000000000001,2.73,video,32,2.0,sad8,Sadness
33.0,37,0.14,0.0,0.0,0.0,0.0,0.7,1.61,2.52,4.69,2.87,video,32,3.0,dis4,Disgust
23.0,39,0.0,0.0,0.0,0.0,0.0,0.35,1.4,2.59,1.33,2.24,video,32,4.0,dis5,Disgust
22.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.49,3.5,5.53,3.5,video,32,5.0,dis8,Disgust
9.0,34,0.0,0.0,0.0,1.26,4.760000000000001,0.7000000000000001,4.83,2.03,0.0,1.82,video,32,6.0,fear4,Fear
8.0,36,0.0,0.0,0.0,0.0,1.61,0.7000000000000001,3.99,2.03,0.0,2.1,video,32,7.0,fear5,Fear
32.0,35,0.0,0.0,0.0,0.0,0.42,0.0,1.05,2.45,0.0,2.38,video,32,8.0,fear8,Fear
42.0,40,2.94,2.59,0.0,0.0,0.0,0.0,3.29,4.760000000000001,3.71,5.04,video,32,9.0,neu4,Joy
40.0,42,4.69,4.2,0.0,0.0,0.0,0.0,4.83,4.27,7.0,4.62,video,32,10.0,neu5,Joy
41.0,41,0.91,0.98,0.0,0.0,0.0,0.0,1.05,4.41,0.0,3.5,video,32,11.0,neu8,Inspiration
5.0,22,2.24,1.75,1.68,0.0,0.0,0.0,1.61,3.5,4.899999999999999,2.66,video,32,12.0,joy4,Joy
4.0,24,1.75,2.24,1.54,2.94,0.0,0.0,2.17,2.94,3.22,3.5,video,32,13.0,joy5,Sadness
27.0,23,5.74,5.6,0.63,3.36,0.0,0.0,4.2,5.04,5.74,4.62,video,32,14.0,joy8,Joy
6.0,28,4.97,5.109999999999999,5.390000000000001,0.0,0.0,0.0,4.06,5.18,6.23,5.46,video,32,15.0,ten4,Tenderness
25.0,30,5.81,5.600000000000001,5.67,0.28,0.0,0.0,4.83,5.600000000000001,7.0,5.109999999999999,video,32,16.0,ten5,Joy
17.0,29,6.72,5.32,6.79,0.77,0.0,0.0,5.739999999999999,5.32,4.48,6.09,video,32,17.0,ten8,Tenderness
26.0,25,0.84,5.18,0.0,4.41,0.0,0.0,4.899999999999999,4.2,0.98,4.69,video,32,18.0,ins4,Inspiration
16.0,27,4.27,5.67,4.62,0.0,0.0,0.0,3.71,4.83,0.0,4.06,video,32,19.0,ins5,Inspiration
18.0,26,4.899999999999999,6.3,4.34,0.0,0.0,0.0,5.46,5.81,3.43,6.09,video,32,20.0,ins8,Inspiration
35.0,10,0.0,0.63,0.0,3.29,1.89,0.42,0.7000000000000001,2.31,0.98,2.94,imagen,33,0.0,sad4,Sadness
1.0,12,2.24,4.27,2.38,2.73,3.29,0.0,1.12,2.1,3.15,2.45,imagen,33,1.0,sad5,Inspiration
36.0,11,0.0,1.54,0.0,3.5,2.45,0.0,1.68,3.5,0.63,1.26,imagen,33,2.0,sad8,Sadness
16.0,16,1.96,1.4,0.0,0.0,3.29,3.92,1.47,2.1,2.03,1.89,imagen,33,3.0,dis4,Disgust
3.0,18,1.68,1.75,1.82,3.08,2.31,4.97,1.68,1.89,4.41,1.47,imagen,33,4.0,dis5,Disgust
2.0,17,2.1,2.45,1.26,3.22,1.96,4.34,1.4,2.17,1.89,2.03,imagen,33,5.0,dis8,Disgust
17.0,13,3.15,3.57,0.0,1.89,5.46,0.0,2.66,2.38,3.29,1.61,imagen,33,6.0,fear4,Fear
18.0,15,2.31,2.24,0.0,0.0,3.15,0.0,0.98,2.8,0.98,3.5,imagen,33,7.0,fear5,Fear
34.0,14,0.0,0.98,0.0,0.0,3.5,2.1,1.82,3.5,2.87,1.68,imagen,33,8.0,fear8,Fear
26.0,19,0.0,2.03,0.0,0.0,0.0,0.0,0.28,3.5,3.57,3.5,imagen,33,9.0,neu4,Inspiration
25.0,21,1.96,3.71,2.59,0.0,0.0,0.0,0.7000000000000001,0.84,0.35,3.43,imagen,33,10.0,neu5,Inspiration
27.0,20,3.5,2.38,3.36,0.0,0.0,0.0,1.26,5.25,4.69,4.48,imagen,33,11.0,neu8,Joy
21.0,1,2.31,1.89,2.24,0.0,0.0,0.0,0.42,3.92,1.4,2.94,imagen,33,12.0,joy4,Joy
37.0,3,3.5,1.89,2.52,0.0,0.0,0.0,0.98,4.899999999999999,0.0,4.2,imagen,33,13.0,joy5,Joy
38.0,2,2.1,0.7000000000000001,0.35,0.0,0.0,0.0,1.33,3.850000000000001,0.0,5.04,imagen,33,14.0,joy8,Joy
12.0,7,4.34,2.73,5.53,0.0,0.0,0.0,1.68,4.34,3.29,4.62,imagen,33,15.0,ten4,Tenderness
11.0,9,4.760000000000001,4.48,6.510000000000001,0.0,0.0,0.0,3.43,5.46,3.08,5.600000000000001,imagen,33,16.0,ten5,Tenderness
19.0,8,2.45,1.68,3.36,0.0,0.0,0.0,0.56,3.57,1.12,3.22,imagen,33,17.0,ten8,Tenderness
39.0,4,0.0,0.98,0.56,0.0,0.0,0.0,0.0,3.5,0.0,3.5,imagen,33,18.0,ins4,Inspiration
10.0,6,2.66,2.03,2.66,0.0,1.12,0.0,1.26,3.5,0.0,0.77,imagen,33,19.0,ins5,Inspiration
20.0,5,2.52,3.5,2.24,0.0,0.0,0.0,0.91,3.43,0.0,3.5,imagen,33,20.0,ins8,Inspiration
32.0,31,3.5,3.71,2.03,4.899999999999999,0.0,0.0,4.83,3.57,7.0,5.32,video,33,0.0,sad4,Sadness
4.0,33,1.75,3.5,2.66,4.62,4.06,3.01,0.84,2.31,0.0,1.96,video,33,1.0,sad5,Sadness
33.0,32,0.0,1.26,1.47,3.64,0.0,0.0,0.7000000000000001,3.5,0.0,3.5,video,33,2.0,sad8,Sadness
13.0,37,5.53,5.390000000000001,0.0,0.0,3.5,7.0,3.5,2.24,1.96,0.35,video,33,3.0,dis4,Disgust
6.0,39,3.5,3.850000000000001,0.0,1.19,3.5,4.48,1.96,3.36,4.41,3.5,video,33,4.0,dis5,Disgust
5.0,38,0.0,2.38,0.0,2.24,4.48,6.93,3.78,1.19,3.64,0.0,video,33,5.0,dis8,Disgust
14.0,34,7.0,5.81,0.0,0.0,7.0,0.0,3.64,1.54,3.29,3.64,video,33,6.0,fear4,Fear
15.0,36,7.0,5.04,0.0,1.75,6.859999999999999,0.0,2.24,1.75,3.57,1.89,video,33,7.0,fear5,Joy
31.0,35,0.0,3.08,0.0,1.19,7.0,0.0,5.25,1.54,0.0,3.5,video,33,8.0,fear8,Fear
29.0,40,3.5,2.8,0.0,0.0,0.0,0.0,3.71,3.5,0.91,4.760000000000001,video,33,9.0,neu4,Joy
28.0,42,0.42,1.68,0.0,0.0,0.0,0.0,4.13,3.5,0.0,3.5,video,33,10.0,neu5,Inspiration
30.0,41,4.27,4.41,1.96,0.0,0.0,0.0,4.34,4.34,1.05,5.109999999999999,video,33,11.0,neu8,Inspiration
24.0,22,5.32,5.32,4.55,0.0,0.0,0.0,5.88,5.95,7.0,5.88,video,33,12.0,joy4,Joy
40.0,24,5.390000000000001,1.61,4.899999999999999,0.0,0.0,0.0,7.0,6.37,7.0,7.0,video,33,13.0,joy5,Joy
41.0,23,5.04,4.34,4.13,0.0,0.0,0.0,4.06,5.390000000000001,3.99,4.69,video,33,14.0,joy8,Joy
9.0,28,4.41,3.5,5.32,0.0,0.0,0.0,1.26,4.62,4.899999999999999,4.62,video,33,15.0,ten4,Tenderness
8.0,30,3.5,1.4,4.83,0.0,0.0,0.0,1.19,5.18,0.0,1.82,video,33,16.0,ten5,Tenderness
22.0,29,3.5,3.5,4.55,0.0,0.0,0.0,1.12,4.41,1.33,4.83,video,33,17.0,ten8,Tenderness
42.0,25,1.26,3.5,0.28,0.0,0.0,0.0,1.12,3.5,0.0,2.17,video,33,18.0,ins4,Inspiration
7.0,27,3.5,4.2,1.26,0.0,0.0,0.0,1.12,4.2,3.5,4.55,video,33,19.0,ins5,Inspiration
23.0,26,2.17,2.94,0.49,0.0,0.0,0.0,0.21,4.41,3.43,3.36,video,33,20.0,ins8,Inspiration
7.0,10,0.0,4.899999999999999,0.0,4.62,0.0,0.0,3.57,3.5,3.71,3.5,imagen,34,0.0,sad4,Inspiration
23.0,12,0.0,0.0,0.0,1.68,0.0,0.0,3.5,2.38,3.64,3.5,imagen,34,1.0,sad5,Sadness
33.0,11,0.0,0.0,0.0,4.34,2.31,0.0,4.62,1.75,3.71,2.17,imagen,34,2.0,sad8,Sadness
