Disgust,Fear,Inspiration,Joy,Sadness,Tenderness,Overall
0.22580645161290322,0.25925925925925924,0.32432432432432434,0.1724137931034483,0.07407407407407407,0.14705882352941177,0.20048945431723678
0.16129032258064516,0.14814814814814814,0.24324324324324326,0.20689655172413793,0.14814814814814814,0.058823529411764705,0.1610916572093479
0.16129032258064516,0.2962962962962963,0.10810810810810811,0.1724137931034483,0.1111111111111111,0.20588235294117646,0.1758503306901309
0.22580645161290322,0.14814814814814814,0.21621621621621623,0.2413793103448276,0.14814814814814814,0.17647058823529413,0.19269481045092293
0.12903225806451613,0.037037037037037035,0.24324324324324326,0.1724137931034483,0.07407407407407407,0.29411764705882354,0.1583196754301904
0.12903225806451613,0.2962962962962963,0.40540540540540543,0.2413793103448276,0.037037037037037035,0.08823529411764706,0.19956426687762155
0.25806451612903225,0.1111111111111111,0.13513513513513514,0.10344827586206896,0.1111111111111111,0.23529411764705882,0.15902737783258625
0.06451612903225806,0.18518518518518517,0.2702702702702703,0.13793103448275862,0.2222222222222222,0.11764705882352941,0.16629531666937064
0.22580645161290322,0.18518518518518517,0.1891891891891892,0.13793103448275862,0.1111111111111111,0.058823529411764705,0.1513410834988187
0.16129032258064516,0.18518518518518517,0.2972972972972973,0.1724137931034483,0.07407407407407407,0.17647058823529413,0.17778854341265737
0.45161290322580644,0.1111111111111111,0.24324324324324326,0.10344827586206896,0.14814814814814814,0.29411764705882354,0.2252802214415336
0.1935483870967742,0.037037037037037035,0.16216216216216217,0.06896551724137931,0.07407407407407407,0.058823529411764705,0.09910178450386525
0.12903225806451613,0.2222222222222222,0.24324324324324326,0.06896551724137931,0.1111111111111111,0.23529411764705882,0.16831141158825513
0.1935483870967742,0.25925925925925924,0.24324324324324326,0.06896551724137931,0.2222222222222222,0.17647058823529413,0.19395153621636207
0.1935483870967742,0.18518518518518517,0.08108108108108109,0.10344827586206896,0.0,0.11764705882352941,0.11348499800810648
0.22580645161290322,0.14814814814814814,0.24324324324324326,0.06896551724137931,0.07407407407407407,0.14705882352941177,0.15121604297485997
0.12903225806451613,0.14814814814814814,0.32432432432432434,0.1724137931034483,0.14814814814814814,0.058823529411764705,0.16348170020005828
0.03225806451612903,0.037037037037037035,0.21621621621621623,0.10344827586206896,0.14814814814814814,0.20588235294117646,0.12383168245346265
0.12903225806451613,0.18518518518518517,0.2702702702702703,0.13793103448275862,0.07407407407407407,0.20588235294117646,0.16706252916966347
0.2903225806451613,0.14814814814814814,0.2702702702702703,0.1724137931034483,0.037037037037037035,0.14705882352941177,0.17754177545557948
0.1935483870967742,0.18518518518518517,0.2702702702702703,0.10344827586206896,0.037037037037037035,0.0,0.13158152590855596
0.12903225806451613,0.1111111111111111,0.1891891891891892,0.27586206896551724,0.1111111111111111,0.23529411764705882,0.17526664268141726
0.12903225806451613,0.14814814814814814,0.32432432432432434,0.27586206896551724,0.037037037037037035,0.20588235294117646,0.1867143649134532
0.0967741935483871,0.2222222222222222,0.24324324324324326,0.20689655172413793,0.1111111111111111,0.14705882352941177,0.1712176908964189
0.0967741935483871,0.3333333333333333,0.1891891891891892,0.034482758620689655,0.1111111111111111,0.2647058823529412,0.17159941135927523
0.16129032258064516,0.07407407407407407,0.2972972972972973,0.10344827586206896,0.2222222222222222,0.14705882352941177,0.16756516926095325
0.16129032258064516,0.18518518518518517,0.21621621621621623,0.10344827586206896,0.07407407407407407,0.058823529411764705,0.1331729338883257
0.12903225806451613,0.2962962962962963,0.10810810810810811,0.1724137931034483,0.18518518518518517,0.20588235294117646,0.18281966561645505
0.03225806451612903,0.18518518518518517,0.21621621621621623,0.10344827586206896,0.2222222222222222,0.2647058823529412,0.17067264105912713
0.16129032258064516,0.18518518518518517,0.16216216216216217,0.20689655172413793,0.18518518518518517,0.29411764705882354,0.19913950898268987
